probe	HUGO.gene.symbol
NM_018560	NM_018560	NA
NM_018561	NM_018561	TRFP
NM_018562	NM_018562	NA
NM_018563	NM_018563	NA
NM_018565	NM_018565	NA
NM_018566	NM_018566	NA
NM_018567	NM_018567	TNS1
NM_018568	NM_018568	NA
NM_018569	NM_018569	C4orf16
NM_018571	NM_018571	ALS2CR2
NM_018572	NM_018572	NA
NM_018573	NM_018573	SLC38A2
NM_018574	NM_018574	NA
NM_018575	NM_018575	NA
NM_018576	NM_018576	NA
NM_018577	NM_018577	NA
NM_018578	NM_018578	NA
NM_018579	NM_018579	NA
NM_018580	NM_018580	NA
NM_018581	NM_018581	NA
NM_018582	NM_018582	NA
NM_018583	NM_018583	NA
NM_018584	NM_018584	CAMK2N1
NM_018585	NM_018585	NA
NM_018586	NM_018586	NA
NM_018587	NM_018587	NA
NM_018588	NM_018588	NA
NM_018589	NM_018589	CHES1
NM_018590	NM_018590	NA
NM_018592	NM_018592	NA
NM_018593	NM_018593	NA
NM_018594	NM_018594	NA
NM_018596	NM_018596	NA
NM_018597	NM_018597	NA
NM_018599	NM_018599	NA
NM_018600	NM_018600	NA
NM_018601	NM_018601	NA
NM_018602	NM_018602	NA
NM_018603	NM_018603	NA
NM_018604	NM_018604	WAC
NM_018605	NM_018605	NA
NM_018606	NM_018606	NA
NM_018607	NM_018607	NA
NM_018608	NM_018608	NA
NM_018609	NM_018609	NA
NM_018610	NM_018610	NA
NM_018611	NM_018611	NA
NM_018612	NM_018612	NA
NM_018613	NM_018613	NA
NM_018614	NM_018614	NA
NM_018615	NM_018615	MBNL2
NM_018616	NM_018616	NA
NM_018618	NM_018618	UBE2J2
NM_018619	NM_018619	NA
NM_018621	NM_018621	MAN2A2
NM_018622	NM_018622	PARL
NM_018623	NM_018623	CMTM6
NM_018624	NM_018624	NA
NM_018625	NM_018625	NA
NM_018627	NM_018627	CAMSAP1
NM_018628	NM_018628	NA
NM_018629	NM_018629	NA
NM_018630	NM_018630	DERL1
NM_018631	NM_018631	NA
NM_018633	NM_018633	NA
NM_018634	NM_018634	NA
NM_018635	NM_018635	NA
NM_018637	NM_018637	NA
NM_018638	NM_018638	ETNK1
NM_018639	NM_018639	WSB2
NM_018640	NM_018640	LMO3
NM_018641	NM_018641	CHST12
NM_018643	NM_018643	TREM1
NM_018647	NM_018647	TNFRSF19
NM_018648	NM_018648	NOLA3
NM_018649	NM_018649	H2AFY2
NM_018650	NM_018650	MARK1
NM_018651	NM_018651	ZNF167
NM_018652	NM_018652	NA
NM_018653	NM_018653	GPRC5C
NM_018654	NM_018654	GPRC5D
NM_018655	NM_018655	LENEP
NM_018656	NM_018656	SLC35E3
NM_018657	NM_018657	MYNN
NM_018658	NM_018658	KCNJ16
NM_018659	NM_018659	CYTL1
NM_018660	NM_018660	ZNF395
NM_018661	NM_018661	DEFB103A
NM_018663	NM_018663	PXMP2
NM_018664	NM_018664	NA
NM_018665	NM_018665	DDX43
NM_018666	NM_018666	SAGE1
NM_018667	NM_018667	SMPD3
NM_018668	NM_018668	VPS33B
NM_018669	NM_018669	WDR4
NM_018671	NM_018671	UNC45A
NM_018674	NM_018674	ACCN4
NM_018676	NM_018676	THSD1
NM_018677	NM_018677	ACSS2
NM_018678	NM_018678	NA
NM_018679	NM_018679	TCP11
NM_018682	NM_018682	MLL5
NM_018683	NM_018683	ZNF313
NM_018684	NM_018684	KIAA1166
NM_018685	NM_018685	ANLN
NM_018686	NM_018686	CMAS
NM_018687	NM_018687	NA
NM_018688	NM_018688	BIN3
NM_018690	NM_018690	NA
NM_018691	NM_018691	C5orf3
NM_018692	NM_018692	NA
NM_018693	NM_018693	NA
NM_018694	NM_018694	ARL6IP4
NM_018695	NM_018695	ERBB2IP
NM_018696	NM_018696	ELAC1
NM_018697	NM_018697	LANCL2
NM_018698	NM_018698	NXT2
NM_018699	NM_018699	PRDM5
NM_018700	NM_018700	TRIM36
NM_018702	NM_018702	ADARB2
NM_018705	NM_018705	NA
NM_018713	NM_018713	SLC30A10
NM_018722	NM_018722	KCNQ1DN
NM_018723	NM_018723	NA
NM_018725	NM_018725	IL17RB
NM_018727	NM_018727	TRPV1
NM_018728	NM_018728	MYO5C
NM_018833	NM_018833	TAP2
NM_018834	NM_018834	MATR3
NM_018835	NM_018835	MNAB
NM_018836	NM_018836	AJAP1
NM_018838	NM_018838	NDUFA12
NM_018839	NM_018839	NSFL1C
NM_018840	NM_018840	C20orf24
NM_018841	NM_018841	GNG12
NM_018842	NM_018842	BAIAP2L1
NM_018843	NM_018843	SLC25A40
NM_018844	NM_018844	BCAP29
NM_018845	NM_018845	RAG1AP1
NM_018846	NM_018846	KLHL7
NM_018848	NM_018848	MKKS
NM_018849	NM_018849	ABCB4
NM_018890	NM_018890	RAC1
NM_018891	NM_018891	LAMC2
NM_018894	NM_018894	EFEMP1
NM_018896	NM_018896	CACNA1G
NM_018898	NM_018898	PCDHAC1
NM_018899	NM_018899	PCDHAC2
NM_018900	NM_018900	PCDHA1
NM_018901	NM_018901	NA
NM_018905	NM_018905	PCDHA2
NM_018907	NM_018907	PCDHA4
NM_018909	NM_018909	PCDHA6
NM_018910	NM_018910	NA
NM_018911	NM_018911	PCDHA8
NM_018930	NM_018930	PCDHB10
NM_018931	NM_018931	PCDHB11
NM_018932	NM_018932	PCDHB12
NM_018934	NM_018934	PCDHB14
NM_018935	NM_018935	PCDHB15
NM_018936	NM_018936	NA
NM_018938	NM_018938	PCDHB4
NM_018939	NM_018939	PCDHB6
NM_018941	NM_018941	CLN8
NM_018942	NM_018942	HMX1
NM_018943	NM_018943	TUBA8
NM_018944	NM_018944	C21orf45
NM_018945	NM_018945	PDE7B
NM_018946	NM_018946	NANS
NM_018948	NM_018948	ERRFI1
NM_018950	NM_018950	HLA-F
NM_018951	NM_018951	HOXA10
NM_018952	NM_018952	HOXB6
NM_018956	NM_018956	C9orf9
NM_018958	NM_018958	C15orf2
NM_018959	NM_018959	DAZAP1
NM_018960	NM_018960	GNMT
NM_018961	NM_018961	UBASH3A
NM_018962	NM_018962	DSCR6
NM_018964	NM_018964	SLC37A1
NM_018965	NM_018965	TREM2
NM_018967	NM_018967	NA
NM_018968	NM_018968	SNTG2
NM_018969	NM_018969	GPR173
NM_018970	NM_018970	GPR85
NM_018971	NM_018971	GPR27
NM_018972	NM_018972	GDAP1
NM_018973	NM_018973	DPM3
NM_018974	NM_018974	UNC93A
NM_018975	NM_018975	TERF2IP
NM_018976	NM_018976	SLC38A2
NM_018977	NM_018977	NLGN3
NM_018980	NM_018980	TAS2R5
NM_018982	NM_018982	YIPF1
NM_018983	NM_018983	NOLA1
NM_018985	NM_018985	NA
NM_018986	NM_018986	SH3TC1
NM_018988	NM_018988	GFOD1
NM_018990	NM_018990	CXorf9
NM_018992	NM_018992	KCTD5
NM_018996	NM_018996	NA
NM_019000	NM_019000	NA
NM_019002	NM_019002	ETAA1
NM_019003	NM_019003	NA
NM_019005	NM_019005	NA
NM_019006	NM_019006	NA
NM_019008	NM_019008	SMCR7L
NM_019009	NM_019009	TOLLIP
NM_019011	NM_019011	NA
NM_019012	NM_019012	PLEKHA5
NM_019013	NM_019013	FAM64A
NM_019014	NM_019014	POLR1B
NM_019016	NM_019016	KRT24
NM_019018	NM_019018	FAM105A
NM_019020	NM_019020	NA
NM_019021	NM_019021	C11orf71
NM_019023	NM_019023	PRMT7
NM_019025	NM_019025	SMOX
NM_019027	NM_019027	NA
NM_019028	NM_019028	ZDHHC13
NM_019033	NM_019033	NA
NM_019034	NM_019034	RHOF
NM_019037	NM_019037	EXOSC4
NM_019038	NM_019038	RNF17
NM_019039	NM_019039	DDX4
NM_019040	NM_019040	ELP4
NM_019041	NM_019041	MTRF1L
NM_019042	NM_019042	PUS7
NM_019043	NM_019043	APBB1IP
NM_019044	NM_019044	CCDC93
NM_019045	NM_019045	WDR44
NM_019048	NM_019048	ASNSD1
NM_019049	NM_019049	NA
NM_019052	NM_019052	CCHCR1
NM_019055	NM_019055	NA
NM_019056	NM_019056	NDUFB11
NM_019057	NM_019057	NA
NM_019058	NM_019058	DDIT4
NM_019059	NM_019059	TOMM7
NM_019060	NM_019060	CRCT1
NM_019061	NM_019061	MTMR12
NM_019062	NM_019062	RNF186
NM_019063	NM_019063	EML4
NM_019064	NM_019064	SDK2
NM_019066	NM_019066	NA
NM_019067	NM_019067	GNL3L
NM_019069	NM_019069	WDR5B
NM_019070	NM_019070	DDX49
NM_019071	NM_019071	ING3
NM_019073	NM_019073	SPATA6
NM_019074	NM_019074	DLL4
NM_019076	NM_019076	NA
NM_019079	NM_019079	L1TD1
NM_019082	NM_019082	DDX56
NM_019084	NM_019084	CCNJ
NM_019086	NM_019086	NA
NM_019087	NM_019087	ARL15
NM_019088	NM_019088	PAF1
NM_019091	NM_019091	PLEKHA3
NM_019094	NM_019094	NUDT4
NM_019095	NM_019095	CRLS1
NM_019096	NM_019096	GTPBP2
NM_019098	NM_019098	CNGB3
NM_019099	NM_019099	C1orf183
NM_019101	NM_019101	APOM
NM_019102	NM_019102	HOXA5
NM_019103	NM_019103	ZMAT5
NM_019106	NM_019106	SEPT3
NM_019108	NM_019108	NA
NM_019109	NM_019109	ALG1
NM_019110	NM_019110	NA
NM_019111	NM_019111	HLA-DRA
NM_019112	NM_019112	ABCA7
NM_019113	NM_019113	FGF21
NM_019114	NM_019114	EPB41L4B
NM_019116	NM_019116	NA
NM_019117	NM_019117	KLHL4
NM_019554	NM_019554	S100A4
NM_019555	NM_019555	ARHGEF3
NM_019556	NM_019556	MOSPD1
NM_019557	NM_019557	FAM54B
NM_019559	NM_019559	F11
NM_019596	NM_019596	C21orf62
NM_019597	NM_019597	HNRPH2
NM_019598	NM_019598	KLK12
NM_019599	NM_019599	TAS2R1
NM_019601	NM_019601	SUSD2
NM_019602	NM_019602	BTNL2
NM_019604	NM_019604	CRTAM
NM_019605	NM_019605	SERTAD4
NM_019606	NM_019606	BCDIN3
NM_019607	NM_019607	C8orf44
NM_019609	NM_019609	CPXM1
NM_019610	NM_019610	CCBL2
NM_019612	NM_019612	IRGC
NM_019613	NM_019613	WDR45L
NM_019616	NM_019616	F7
NM_019617	NM_019617	GKN1
NM_019618	NM_019618	IL1F9
NM_019619	NM_019619	PARD3
NM_019624	NM_019624	ABCB9
NM_019625	NM_019625	ABCB9
NM_019644	NM_019644	ANKRD7
NM_019841	NM_019841	TRPV5
NM_019842	NM_019842	KCNQ5
NM_019843	NM_019843	EIF4ENIF1
NM_019844	NM_019844	SLCO1B3
NM_019845	NM_019845	RPRM
NM_019846	NM_019846	CCL28
NM_019847	NM_019847	NA
NM_019848	NM_019848	SLC10A3
NM_019849	NM_019849	SLC7A10
NM_019851	NM_019851	FGF20
NM_019852	NM_019852	METTL3
NM_019853	NM_019853	NA
NM_019854	NM_019854	PRMT8
NM_019857	NM_019857	CTPS2
NM_019858	NM_019858	GPR162
NM_019859	NM_019859	HTR7
NM_019860	NM_019860	HTR7
NM_019862	NM_019862	ABCC1
NM_019885	NM_019885	CYP26B1
NM_019886	NM_019886	CHST7
NM_019887	NM_019887	DIABLO
NM_019888	NM_019888	MC3R
NM_019891	NM_019891	ERO1LB
NM_019892	NM_019892	INPP5E
NM_019893	NM_019893	ASAH2
NM_019896	NM_019896	POLE4
NM_019897	NM_019897	OR2S2
NM_019903	NM_019903	ADD3
NM_020038	NM_020038	ABCC3
NM_020039	NM_020039	ACCN2
NM_020040	NM_020040	NA
NM_020041	NM_020041	SLC2A9
NM_020061	NM_020061	NA
NM_020069	NM_020069	ACRV1
NM_020107	NM_020107	ACRV1
NM_020110	NM_020110	ACRV1
NM_020111	NM_020111	ACRV1
NM_020113	NM_020113	ACRV1
NM_020115	NM_020115	ACRV1
NM_020117	NM_020117	LARS
NM_020118	NM_020118	NA
NM_020119	NM_020119	ZC3HAV1
NM_020120	NM_020120	UGCGL1
NM_020121	NM_020121	UGCGL2
NM_020122	NM_020122	KCMF1
NM_020123	NM_020123	TM9SF3
NM_020125	NM_020125	SLAMF8
NM_020127	NM_020127	TUFT1
NM_020128	NM_020128	MDM1
NM_020129	NM_020129	LGALS14
NM_020130	NM_020130	C8orf4
NM_020131	NM_020131	UBQLN4
NM_020132	NM_020132	AGPAT3
NM_020133	NM_020133	AGPAT4
NM_020134	NM_020134	DPYSL5
NM_020135	NM_020135	NA
NM_020139	NM_020139	BDH2
NM_020140	NM_020140	ANKS1B
NM_020141	NM_020141	C1orf119
NM_020142	NM_020142	NDUFA4L2
NM_020143	NM_020143	PNO1
NM_020144	NM_020144	PAPOLB
NM_020145	NM_020145	NA
NM_020147	NM_020147	THAP10
NM_020149	NM_020149	MEIS2
NM_020150	NM_020150	SAR1A
NM_020151	NM_020151	STARD7
NM_020152	NM_020152	C21orf7
NM_020153	NM_020153	C11orf60
NM_020154	NM_020154	C15orf24
NM_020155	NM_020155	GPR137
NM_020156	NM_020156	C1GALT1
NM_020157	NM_020157	OTOR
NM_020158	NM_020158	EXOSC5
NM_020161	NM_020161	NA
NM_020162	NM_020162	DHX33
NM_020163	NM_020163	SEMA3G
NM_020164	NM_020164	ASPH
NM_020166	NM_020166	MCCC1
NM_020167	NM_020167	NMUR2
NM_020168	NM_020168	PAK6
NM_020169	NM_020169	LXN
NM_020178	NM_020178	CA10
NM_020179	NM_020179	C11orf75
NM_020181	NM_020181	C14orf162
NM_020182	NM_020182	TMEPAI
NM_020183	NM_020183	ARNTL2
NM_020184	NM_020184	CNNM4
NM_020185	NM_020185	DUSP22
NM_020186	NM_020186	ACN9
NM_020187	NM_020187	C3orf37
NM_020188	NM_020188	C16orf61
NM_020189	NM_020189	ENY2
NM_020190	NM_020190	OLFML3
NM_020191	NM_020191	MRPS22
NM_020193	NM_020193	C11orf30
NM_020194	NM_020194	C2orf33
NM_020195	NM_020195	C14orf124
NM_020196	NM_020196	XAB2
NM_020197	NM_020197	SMYD2
NM_020198	NM_020198	CCDC47
NM_020199	NM_020199	C5orf15
NM_020200	NM_020200	PRTFDC1
NM_020201	NM_020201	NT5M
NM_020202	NM_020202	NIT2
NM_020203	NM_020203	MEPE
NM_020205	NM_020205	OTUD7B
NM_020213	NM_020213	PARP6
NM_020215	NM_020215	C14orf132
NM_020216	NM_020216	RNPEP
NM_020217	NM_020217	NA
NM_020224	NM_020224	NA
NM_020226	NM_020226	PRDM8
NM_020227	NM_020227	NA
NM_020228	NM_020228	PRDM10
NM_020229	NM_020229	PRDM11
NM_020230	NM_020230	NA
NM_020231	NM_020231	C3orf9
NM_020232	NM_020232	TNFSF5IP1
NM_020233	NM_020233	C17orf48
NM_020234	NM_020234	DTWD1
NM_020235	NM_020235	BBX
NM_020236	NM_020236	MRPL1
NM_020237	NM_020237	NA
NM_020238	NM_020238	INCENP
NM_020239	NM_020239	CDC42SE1
NM_020240	NM_020240	CDC42SE2
NM_020241	NM_020241	SEMA6B
NM_020242	NM_020242	KIF15
NM_020243	NM_020243	TOMM22
NM_020244	NM_020244	CHPT1
NM_020245	NM_020245	TULP4
NM_020246	NM_020246	SLC12A9
NM_020247	NM_020247	CABC1
NM_020248	NM_020248	CTNNBIP1
NM_020249	NM_020249	NA
NM_020250	NM_020250	NA
NM_020251	NM_020251	ARRB1
NM_020297	NM_020297	ABCC9
NM_020298	NM_020298	ABCC9
NM_020300	NM_020300	MGST1
NM_020307	NM_020307	CCNL1
NM_020309	NM_020309	SLC17A7
NM_020310	NM_020310	MNT
NM_020313	NM_020313	CIAPIN1
NM_020314	NM_020314	NA
NM_020317	NM_020317	C1orf63
NM_020321	NM_020321	ACCN3
NM_020322	NM_020322	ACCN3
NM_020323	NM_020323	ABCD4
NM_020327	NM_020327	ACVR1B
NM_020328	NM_020328	ACVR1B
NM_020334	NM_020334	ADAM30
NM_020344	NM_020344	SLC24A2
NM_020345	NM_020345	NKIRAS1
NM_020346	NM_020346	SLC17A6
NM_020347	NM_020347	LZTFL1
NM_020348	NM_020348	CNNM1
NM_020350	NM_020350	AGTRAP
NM_020351	NM_020351	NA
NM_020353	NM_020353	PLSCR4
NM_020354	NM_020354	ENTPD7
NM_020355	NM_020355	NA
NM_020356	NM_020356	C20orf32
NM_020357	NM_020357	PCNP
NM_020358	NM_020358	TRIM49
NM_020359	NM_020359	PLSCR2
NM_020360	NM_020360	PLSCR3
NM_020361	NM_020361	CPA6
NM_020362	NM_020362	C1orf128
NM_020365	NM_020365	EIF2B3
NM_020366	NM_020366	RPGRIP1
NM_020367	NM_020367	PARP11
NM_020368	NM_020368	NA
NM_020369	NM_020369	FSCN3
NM_020370	NM_020370	GPR84
NM_020371	NM_020371	AVEN
NM_020372	NM_020372	SLC22A17
NM_020373	NM_020373	TMEM16B
NM_020374	NM_020374	C12orf4
NM_020375	NM_020375	C12orf5
NM_020377	NM_020377	CYSLTR2
NM_020379	NM_020379	MAN1C1
NM_020380	NM_020380	NA
NM_020381	NM_020381	PDSS2
NM_020382	NM_020382	SETD8
NM_020384	NM_020384	CLDN2
NM_020385	NM_020385	REXO4
NM_020386	NM_020386	HRASLS
NM_020387	NM_020387	RAB25
NM_020388	NM_020388	DST
NM_020389	NM_020389	TRPC7
NM_020390	NM_020390	RAD23B
NM_020391	NM_020391	NA
NM_020392	NM_020392	NA
NM_020393	NM_020393	PGLYRP4
NM_020394	NM_020394	NA
NM_020395	NM_020395	INTS12
NM_020396	NM_020396	BCL2L10
NM_020397	NM_020397	CAMK1D
NM_020399	NM_020399	GOPC
NM_020400	NM_020400	GPR92
NM_020401	NM_020401	NUP107
NM_020402	NM_020402	CHRNA10
NM_020403	NM_020403	PCDH9
NM_020404	NM_020404	CD248
NM_020405	NM_020405	PLXDC1
NM_020406	NM_020406	CD177
NM_020407	NM_020407	RHBG
NM_020408	NM_020408	LYRM4
NM_020409	NM_020409	NA
NM_020410	NM_020410	ATP13A1
NM_020411	NM_020411	XAGE1
NM_020412	NM_020412	CHMP1B
NM_020414	NM_020414	DDX24
NM_020415	NM_020415	RETN
NM_020421	NM_020421	ADCK1
NM_020422	NM_020422	TMEM159
NM_020423	NM_020423	SCYL3
NM_020424	NM_020424	LYRM1
NM_020425	NM_020425	C6orf162
NM_020426	NM_020426	LYZL6
NM_020428	NM_020428	SLC44A2
NM_020433	NM_020433	JPH2
NM_020435	NM_020435	GJA12
NM_020436	NM_020436	SALL4
NM_020437	NM_020437	ASPHD2
NM_020445	NM_020445	ACTR3B
NM_020448	NM_020448	NPAL3
NM_020466	NM_020466	LYRM2
NM_020467	NM_020467	NA
NM_020469	NM_020469	ABO
NM_020470	NM_020470	YIF1A
NM_020474	NM_020474	GALNT1
NM_020475	NM_020475	ANK1
NM_020477	NM_020477	ANK1
NM_020478	NM_020478	ANK1
NM_020479	NM_020479	ANK1
NM_020480	NM_020480	ANK1
NM_020481	NM_020481	ANK1
NM_020482	NM_020482	FHL5
NM_020484	NM_020484	NA
NM_020524	NM_020524	PBXIP1
NM_020525	NM_020525	IL22
NM_020526	NM_020526	EPHA8
NM_020527	NM_020527	NA
NM_020528	NM_020528	PCBP3
NM_020530	NM_020530	OSM
NM_020533	NM_020533	MCOLN1
NM_020547	NM_020547	AMHR2
NM_020548	NM_020548	DBI
NM_020549	NM_020549	CHAT
NM_020550	NM_020550	TCL6
NM_020552	NM_020552	TCL6
NM_020554	NM_020554	TCL6
NM_020632	NM_020632	ATP6V0A4
NM_020633	NM_020633	VN1R1
NM_020634	NM_020634	GDF3
NM_020636	NM_020636	NA
NM_020638	NM_020638	FGF23
NM_020639	NM_020639	RIPK4
NM_020640	NM_020640	NA
NM_020646	NM_020646	ASCL3
NM_020648	NM_020648	TWSG1
NM_020649	NM_020649	CBX8
NM_020650	NM_020650	RCN3
NM_020651	NM_020651	PELI1
NM_020652	NM_020652	ZNF286A
NM_020653	NM_020653	ZNF287
NM_020654	NM_020654	SENP7
NM_020655	NM_020655	JPH3
NM_020656	NM_020656	PARVA
NM_020657	NM_020657	ZNF304
NM_020659	NM_020659	TTYH1
NM_020660	NM_020660	NA
NM_020661	NM_020661	AICDA
NM_020662	NM_020662	MRS2L
NM_020664	NM_020664	DECR2
NM_020666	NM_020666	CLK4
NM_020667	NM_020667	NA
NM_020669	NM_020669	NA
NM_020672	NM_020672	S100A14
NM_020673	NM_020673	RAB22A
NM_020674	NM_020674	CYP20A1
NM_020675	NM_020675	SPBC25
NM_020676	NM_020676	ABHD6
NM_020677	NM_020677	NMRAL1
NM_020678	NM_020678	LRTM1
NM_020679	NM_020679	MIF4GD
NM_020680	NM_020680	SCYL1
NM_020681	NM_020681	SEMA6A
NM_020682	NM_020682	AS3MT
NM_020683	NM_020683	ADORA3
NM_020684	NM_020684	RHBDD2
NM_020685	NM_020685	C3orf14
NM_020686	NM_020686	ABAT
NM_020689	NM_020689	SLC24A3
NM_020806	NM_020806	GPHN
NM_020903	NM_020903	USP29
NM_020904	NM_020904	PLEKHA4
NM_020905	NM_020905	RDH14
NM_020974	NM_020974	SCUBE2
NM_020977	NM_020977	ANK2
NM_020978	NM_020978	NA
NM_020979	NM_020979	SH2B2
NM_020980	NM_020980	AQP9
NM_020981	NM_020981	B3GALT1
NM_020983	NM_020983	ADCY6
NM_020987	NM_020987	ANK3
NM_020988	NM_020988	GNAO1
NM_020989	NM_020989	CRYGC
NM_020990	NM_020990	NA
NM_020991	NM_020991	NA
NM_020993	NM_020993	BCL7A
NM_020994	NM_020994	NA
NM_020995	NM_020995	NA
NM_020996	NM_020996	FGF6
NM_020997	NM_020997	LEFTY1
NM_020998	NM_020998	MST1
NM_020999	NM_020999	NEUROG3
NM_021000	NM_021000	PTTG1
NM_021003	NM_021003	PPM1A
NM_021004	NM_021004	NA
NM_021007	NM_021007	SCN2A2
NM_021008	NM_021008	DEAF1
NM_021010	NM_021010	DEFA5
NM_021012	NM_021012	KCNJ12
NM_021013	NM_021013	NA
NM_021014	NM_021014	NA
NM_021015	NM_021015	NA
NM_021018	NM_021018	HIST1H3F
NM_021019	NM_021019	MYL6
NM_021020	NM_021020	LZTS1
NM_021023	NM_021023	NA
NM_021025	NM_021025	TLX3
NM_021026	NM_021026	RFPL1
NM_021029	NM_021029	RPL36A
NM_021031	NM_021031	NA
NM_021033	NM_021033	RAP2A
NM_021038	NM_021038	MBNL1
NM_021039	NM_021039	NA
NM_021047	NM_021047	NA
NM_021048	NM_021048	MAGEA10
NM_021049	NM_021049	MAGEA5
NM_021052	NM_021052	HIST1H2AE
NM_021055	NM_021055	TSC2
NM_021057	NM_021057	NA
NM_021058	NM_021058	NA
NM_021062	NM_021062	HIST1H2BB
NM_021063	NM_021063	NA
NM_021064	NM_021064	HIST1H2AG
NM_021065	NM_021065	NA
NM_021068	NM_021068	NA
NM_021069	NM_021069	SORBS2
NM_021070	NM_021070	LTBP3
NM_021073	NM_021073	BMP5
NM_021074	NM_021074	NDUFV2
NM_021075	NM_021075	NDUFV3
NM_021076	NM_021076	NEFH
NM_021077	NM_021077	NMB
NM_021078	NM_021078	GCN5L2
NM_021079	NM_021079	NMT1
NM_021080	NM_021080	DAB1
NM_021082	NM_021082	SLC15A2
NM_021083	NM_021083	XK
NM_021090	NM_021090	MTMR3
NM_021094	NM_021094	SLCO1A2
NM_021095	NM_021095	SLC5A6
NM_021096	NM_021096	NA
NM_021097	NM_021097	SLC8A1
NM_021098	NM_021098	CACNA1H
NM_021100	NM_021100	NFS1
NM_021101	NM_021101	CLDN1
NM_021102	NM_021102	SPINT2
NM_021103	NM_021103	TMSB10
NM_021104	NM_021104	RPL41
NM_021106	NM_021106	RGS3
NM_021114	NM_021114	SPINK2
NM_021115	NM_021115	NA
NM_021120	NM_021120	DLG3
NM_021127	NM_021127	PMAIP1
NM_021128	NM_021128	POLR2L
NM_021130	NM_021130	NA
NM_021131	NM_021131	PPP2R4
NM_021133	NM_021133	RNASEL
NM_021134	NM_021134	MRPL23
NM_021135	NM_021135	RPS6KA2
NM_021136	NM_021136	RTN1
NM_021137	NM_021137	TNFAIP1
NM_021138	NM_021138	TRAF2
NM_021139	NM_021139	UGT2B4
NM_021140	NM_021140	UTX
NM_021141	NM_021141	XRCC5
NM_021145	NM_021145	DMTF1
NM_021146	NM_021146	ANGPTL7
NM_021147	NM_021147	UNG2
NM_021151	NM_021151	CROT
NM_021154	NM_021154	PSAT1
NM_021155	NM_021155	CD209
NM_021159	NM_021159	RAP1GDS1
NM_021161	NM_021161	KCNK10
NM_021167	NM_021167	GATAD1
NM_021169	NM_021169	GNB1L
NM_021170	NM_021170	HES4
NM_021173	NM_021173	POLD4
NM_021174	NM_021174	NA
NM_021175	NM_021175	HAMP
NM_021176	NM_021176	G6PC2
NM_021177	NM_021177	LSM2
NM_021178	NM_021178	CCNB1IP1
NM_021179	NM_021179	C1orf114
NM_021181	NM_021181	SLAMF7
NM_021182	NM_021182	HMHB1
NM_021183	NM_021183	RAP2C
NM_021184	NM_021184	C6orf47
NM_021186	NM_021186	ZP4
NM_021187	NM_021187	CYP4F11
NM_021188	NM_021188	ZNF410
NM_021190	NM_021190	PTBP2
NM_021191	NM_021191	NEUROD4
NM_021192	NM_021192	HOXD11
NM_021193	NM_021193	HOXD12
NM_021196	NM_021196	NA
NM_021197	NM_021197	WFDC1
NM_021198	NM_021198	CTDSP1
NM_021199	NM_021199	SQRDL
NM_021200	NM_021200	PLEKHB1
NM_021203	NM_021203	SRPRB
NM_021204	NM_021204	NA
NM_021208	NM_021208	NA
NM_021210	NM_021210	TRAPPC1
NM_021211	NM_021211	ZBED5
NM_021212	NM_021212	CREBZF
NM_021213	NM_021213	PCTP
NM_021219	NM_021219	JAM2
NM_021220	NM_021220	OVOL2
NM_021221	NM_021221	LY6G5B
NM_021223	NM_021223	MYL7
NM_021225	NM_021225	PROL1
NM_021226	NM_021226	ARHGAP22
NM_021230	NM_021230	MLL3
NM_021232	NM_021232	PRODH2
NM_021233	NM_021233	DNASE2B
NM_021235	NM_021235	EPS15L1
NM_021238	NM_021238	FAM60A
NM_021242	NM_021242	MID1IP1
NM_021245	NM_021245	MYOZ1
NM_021246	NM_021246	NA
NM_021247	NM_021247	PRM3
NM_021251	NM_021251	CAPN10
NM_021252	NM_021252	RAB18
NM_021253	NM_021253	TRIM39
NM_021255	NM_021255	PELI2
NM_021257	NM_021257	NGB
NM_021258	NM_021258	IL22RA1
NM_021259	NM_021259	TMEM8
NM_021268	NM_021268	NA
NM_021270	NM_021270	LAIR2
NM_021570	NM_021570	BARX1
NM_021571	NM_021571	NA
R10311_RC	R10311_RC	NA
R11316_RC	R11316_RC	NA
R41227_RC	R41227_RC	NA
R41292_RC	R41292_RC	NA
R41639_RC	R41639_RC	NA
R70506_RC	R70506_RC	NA
R91034_RC	R91034_RC	NA
R91401_RC	R91401_RC	NA
R96610_RC	R96610_RC	NA
S40369	S40369	GRIK5
S40706	S40706	DDIT3
S53354	S53354	CD83
S55985	S55985	NA
S58544	S58544	SPAG1
S59184	S59184	RYK
S59494	S59494	PSG3
S62027	S62027	GNGT1
S62138	S62138	DDIT3
S65761	S65761	NA
S65921	S65921	NA
S67247	S67247	MYH10
S67798	S67798	SPAM1
S67970	S67970	ZNF75
S68287	S68287	AKR1C4
S68616	S68616	SLC9A1
S69272	S69272	SERPINB6
S69873	S69873	NA
S70004	S70004	GYS2
S71486	S71486	NA
S71824	S71824	NCAM1
S72422	S72422	DLST
S73288	S73288	SPRR1A
S73614	S73614	NA
S74639	S74639	NA
S76346	S76346	NA
S77356	S77356	ATP5O
S78203	S78203	SLC15A2
S79267	S79267	NA
S79281	S79281	NA
S80491	S80491	NA
S80864	S80864	NA
S81916	S81916	NA
S82198	S82198	CTRC
S82692	S82692	IL2
S82769	S82769	GABRG3
S83198	S83198	PROL1
S87759	S87759	PPM1A
S90469	S90469	POR
T50661_RC	T50661_RC	NA
